Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume,,No
Kwun Tong Road Eastbound,Slow Lane,18,South East,Y,16/3/2025,47.70512821,5.790064103,2244,,Yes
Kwun Tong Road Eastbound,Middle Lane 1,18,South East,Y,16/3/2025,49.75,4.817307692,938,,Yes
Kwun Tong Road Eastbound,Middle Lane 2,18,South East,Y,16/3/2025,51.66025641,8.608974359,1905,,No
Kwun Tong Road Eastbound,Fast Lane,18,South,Y,16/3/2025,59.62980769,9.009615385,2275,,No
Kwun Tong Road Eastbound,Middle Lane,18,South,Y,16/3/2025,57.03365385,4.192307692,675,,No
Kwun Tong Road Eastbound,Slow Lane,18,South,Y,16/3/2025,51.32211538,2.879807692,195,,No
New Clear Water Bay Road Eastbound,Fast Lane,18,East,Y,16/3/2025,68.24038462,3.966346154,576,,No
New Clear Water Bay Road Eastbound,Middle Lane,18,East,Y,16/3/2025,61.61538462,7.740384615,395,,No
New Clear Water Bay Road Eastbound,Slow Lane,18,East,Y,16/3/2025,67.37980769,3.634615385,368,,No
New Clear Water Bay Road Eastbound,Fast Lane,18,North West,Y,16/3/2025,50.375,3.923076923,170,,No
New Clear Water Bay Road Eastbound,Slow Lane,18,North West,Y,16/3/2025,47.27884615,5.836538462,282,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,18,South East,N,16/3/2025,69.25,8.75,37,,No
New Clear Water Bay Road Eastbound,Middle Lane,18,South East,N,16/3/2025,71.75,7.25,35,,No
New Clear Water Bay Road Eastbound,Slow Lane,18,South East,N,16/3/2025,49.875,12.625,4,,Yes
New Clear Water Bay Road Westbound,Fast Lane,18,South,Y,16/3/2025,58.79807692,9.942307692,437,,No
New Clear Water Bay Road Westbound,Fast Lane,18,North West,Y,16/3/2025,56.94230769,6.769230769,418,,No
New Clear Water Bay Road Westbound,Slow Lane,18,North West,Y,16/3/2025,54.58653846,7.384615385,376,,No
New Clear Water Bay Road Westbound,Fast Lane,18,West,Y,16/3/2025,66.01442308,7.014423077,809,,No
New Clear Water Bay Road Westbound,Slow Lane,18,West,Y,16/3/2025,53.78846154,6.855769231,359,,No
Prince Edward Road Northeastbound,Fast Lane,18,North East,Y,16/3/2025,75.01923077,4.966346154,797,,No
Prince Edward Road Northeastbound,Slow Lane,18,North East,Y,16/3/2025,71.98557692,5.283653846,756,,No
Prince Edward Road Northeastbound,Middle Lane,18,North East,Y,16/3/2025,78.46153846,4.596153846,323,,No
Prince Edward Road Southeastbound,Fast Lane,18,South West,Y,16/3/2025,74.47115385,10.03846154,768,,No
Prince Edward Road Southeastbound,Slow Lane,18,South West,Y,16/3/2025,79.67307692,3.634615385,285,,No
New Clear Water Bay Road Eastbound,Fast Lane,18,South East,Y,16/3/2025,70.55208333,7.041666667,354,,No
New Clear Water Bay Road Eastbound,Middle Lane,18,South East,Y,16/3/2025,67.85416667,7.083333333,373,,No
New Clear Water Bay Road Eastbound,Slow Lane,18,South East,Y,16/3/2025,60.5625,2.416666667,54,,No
Kwun Tong Road Westbound,Fast Lane,19,North West,Y,16/3/2025,55.42195122,2.741463415,1440,,No
Kwun Tong Road Westbound,Middle Lane 1,19,North West,Y,16/3/2025,52.73780488,3.707317073,1353,,No
Kwun Tong Road Westbound,Middle Lane 2,19,North West,Y,16/3/2025,53.66768293,2.634146341,1074,,No
Kwun Tong Road Westbound,Slow Lane,19,North West,Y,16/3/2025,50.2,2.843902439,765,,No
Kwun Tong Road Westbound,Fast Lane,19,North,Y,16/3/2025,67.82926829,4.756097561,468,,No
Kwun Tong Road Westbound,Middle Lane,19,North,Y,16/3/2025,67.14634146,2.536585366,298,,No
Kwun Tong Road Westbound,Slow Lane,19,North,Y,16/3/2025,53.7804878,3,99,,No
Kwun Tong Road Westbound,Middle Lane 3,19,North West,Y,16/3/2025,63.73170732,1.487804878,260,,No
Kwun Tong Road Westbound,Middle Lane 4,19,North West,Y,16/3/2025,64.09756098,3.243902439,560,,No
Kwun Tong Road Eastbound,Fast Lane,19,South East,Y,16/3/2025,54.04878049,7.243902439,2807,,No
Kwun Tong Road Eastbound,Middle Lane,19,South East,Y,16/3/2025,52.7601626,4.723577236,737,,No
Kwun Tong Road Eastbound,Slow Lane,19,South East,Y,16/3/2025,50.21747967,4.530487805,1555,,No
Kwun Tong Road Eastbound,Middle Lane 1,19,South East,Y,16/3/2025,49.34146341,5.601626016,634,,Yes
Kwun Tong Road Eastbound,Middle Lane 2,19,South East,Y,16/3/2025,49.95934959,8.845528455,1131,,Yes
Kwun Tong Road Eastbound,Fast Lane,19,South,Y,16/3/2025,62.31707317,7.073170732,1512,,No
Kwun Tong Road Eastbound,Middle Lane,19,South,Y,16/3/2025,56.49390244,3.975609756,461,,No
Kwun Tong Road Eastbound,Slow Lane,19,South,Y,16/3/2025,54.41463415,1.737804878,135,,No
New Clear Water Bay Road Eastbound,Fast Lane,19,East,Y,16/3/2025,69.43902439,2.780487805,350,,No
New Clear Water Bay Road Eastbound,Middle Lane,19,East,Y,16/3/2025,62.62195122,5.085365854,267,,No
New Clear Water Bay Road Eastbound,Slow Lane,19,East,Y,16/3/2025,66.9695122,2.93902439,247,,No
New Clear Water Bay Road Eastbound,Fast Lane,19,North West,Y,16/3/2025,52.58536585,2.329268293,92,,No
New Clear Water Bay Road Eastbound,Slow Lane,19,North West,Y,16/3/2025,47.46341463,4.87804878,198,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,19,South East,Y,16/3/2025,72.3625,5.65,264,,No
New Clear Water Bay Road Eastbound,Middle Lane,19,South East,Y,16/3/2025,71.5,4.9125,273,,No
New Clear Water Bay Road Eastbound,Slow Lane,19,South East,Y,16/3/2025,63.075,4.425,36,,No
New Clear Water Bay Road Westbound,Fast Lane,19,South,Y,16/3/2025,61.42682927,4.768292683,199,,No
New Clear Water Bay Road Westbound,Fast Lane,19,North West,Y,16/3/2025,55.90243902,5.475609756,256,,No
New Clear Water Bay Road Westbound,Slow Lane,19,North West,Y,16/3/2025,54,6.243902439,255,,No
New Clear Water Bay Road Westbound,Fast Lane,19,West,Y,16/3/2025,68.15243902,4.030487805,412,,No
New Clear Water Bay Road Westbound,Slow Lane,19,West,Y,16/3/2025,55.13414634,4.93902439,222,,No
Prince Edward Road Northeastbound,Fast Lane,19,North East,Y,16/3/2025,75.91463415,3.518292683,487,,No
Prince Edward Road Northeastbound,Slow Lane,19,North East,Y,16/3/2025,69.61585366,4.219512195,488,,No
Prince Edward Road Northeastbound,Middle Lane,19,North East,Y,16/3/2025,79.02439024,4,240,,No
Prince Edward Road Southeastbound,Fast Lane,19,South West,Y,16/3/2025,77.01219512,7.646341463,486,,No
Prince Edward Road Southeastbound,Slow Lane,19,South West,Y,16/3/2025,78.37804878,2.402439024,157,,No
New Clear Water Bay Road Eastbound,Fast Lane,19,South East,N,16/3/2025,99,0.5,1,,No
New Clear Water Bay Road Eastbound,Middle Lane,19,South East,N,16/3/2025,58,1.5,2,,No
New Clear Water Bay Road Eastbound,Slow Lane,19,South East,N,16/3/2025,71.5,2,1,,No
Kwun Tong Road Westbound,Fast Lane,20,North West,Y,16/3/2025,55.7547619,3.104761905,1679,,No
Kwun Tong Road Westbound,Middle Lane 1,20,North West,Y,16/3/2025,54.30654762,3.547619048,1299,,No
Kwun Tong Road Westbound,Middle Lane 2,20,North West,Y,16/3/2025,53.33333333,2.985119048,1181,,No
Kwun Tong Road Westbound,Slow Lane,20,North West,Y,16/3/2025,51.51428571,2.533333333,788,,No
Kwun Tong Road Westbound,Fast Lane,20,North,Y,16/3/2025,66.92857143,5.119047619,503,,No
Kwun Tong Road Westbound,Middle Lane,20,North,Y,16/3/2025,68.19047619,2.511904762,315,,No
Kwun Tong Road Westbound,Slow Lane,20,North,Y,16/3/2025,57.45238095,2.69047619,91,,No
Kwun Tong Road Westbound,Middle Lane 3,20,North West,Y,16/3/2025,62.70238095,2.119047619,335,,No
Kwun Tong Road Westbound,Middle Lane 4,20,North West,Y,16/3/2025,62.52380952,3.94047619,638,,No
Kwun Tong Road Eastbound,Fast Lane,20,South East,Y,16/3/2025,58.91269841,5.172619048,2687,,No
Kwun Tong Road Eastbound,Middle Lane,20,South East,Y,16/3/2025,53.34920635,3.654761905,761,,No
Kwun Tong Road Eastbound,Slow Lane,20,South East,Y,16/3/2025,50.89087302,4.083333333,1558,,No
Kwun Tong Road Eastbound,Middle Lane 1,20,South East,Y,16/3/2025,53.58730159,3.5,686,,No
Kwun Tong Road Eastbound,Middle Lane 2,20,South East,Y,16/3/2025,56.02777778,6.285714286,1279,,No
Kwun Tong Road Eastbound,Fast Lane,20,South,Y,16/3/2025,63.53571429,6.93452381,1509,,No
Kwun Tong Road Eastbound,Middle Lane,20,South,Y,16/3/2025,57.44047619,3.714285714,430,,No
Kwun Tong Road Eastbound,Slow Lane,20,South,Y,16/3/2025,55.5297619,1.68452381,135,,No
New Clear Water Bay Road Eastbound,Fast Lane,20,East,Y,16/3/2025,67.98809524,3.172619048,419,,No
New Clear Water Bay Road Eastbound,Middle Lane,20,East,Y,16/3/2025,61.26190476,5.880952381,294,,No
New Clear Water Bay Road Eastbound,Slow Lane,20,East,Y,16/3/2025,69.13690476,2.916666667,248,,No
New Clear Water Bay Road Eastbound,Fast Lane,20,North West,Y,16/3/2025,51.5,2.797619048,105,,No
New Clear Water Bay Road Eastbound,Slow Lane,20,North West,Y,16/3/2025,49.1547619,5.19047619,219,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,20,South East,Y,16/3/2025,70.21428571,5.928571429,301,,No
New Clear Water Bay Road Eastbound,Middle Lane,20,South East,Y,16/3/2025,67.04761905,6.119047619,283,,No
New Clear Water Bay Road Eastbound,Slow Lane,20,South East,Y,16/3/2025,59.64285714,6.273809524,42,,No
New Clear Water Bay Road Westbound,Fast Lane,20,South,Y,16/3/2025,60.78571429,4.892857143,206,,No
New Clear Water Bay Road Westbound,Fast Lane,20,North West,Y,16/3/2025,55.77380952,5.892857143,294,,No
New Clear Water Bay Road Westbound,Slow Lane,20,North West,Y,16/3/2025,53.88095238,5.928571429,254,,No
New Clear Water Bay Road Westbound,Fast Lane,20,West,Y,16/3/2025,68.17857143,3.964285714,419,,No
New Clear Water Bay Road Westbound,Slow Lane,20,West,Y,16/3/2025,57.95238095,3.916666667,189,,No
Prince Edward Road Northeastbound,Fast Lane,20,North East,Y,16/3/2025,74.47904192,3.94011976,551,,No
Prince Edward Road Northeastbound,Slow Lane,20,North East,Y,16/3/2025,71.08383234,4.502994012,521,,No
Prince Edward Road Northeastbound,Middle Lane,20,North East,Y,16/3/2025,81.16666667,4.380952381,274,,No
Prince Edward Road Southeastbound,Fast Lane,20,South West,Y,16/3/2025,75.77380952,7.30952381,475,,No
Prince Edward Road Southeastbound,Slow Lane,20,South West,Y,16/3/2025,74.8452381,2.095238095,137,,No
Kwun Tong Road Westbound,Fast Lane,21,North West,Y,16/3/2025,56.59361702,3.661702128,2179,,No
Kwun Tong Road Westbound,Middle Lane 1,21,North West,Y,16/3/2025,52.125,3.545212766,1426,,No
Kwun Tong Road Westbound,Middle Lane 2,21,North West,Y,16/3/2025,52.50531915,2.962765957,1346,,No
Kwun Tong Road Westbound,Slow Lane,21,North West,Y,16/3/2025,49.70851064,2.742553191,961,,Yes
Kwun Tong Road Westbound,Fast Lane,21,North,Y,16/3/2025,66.26595745,5.70212766,671,,No
Kwun Tong Road Westbound,Middle Lane,21,North,Y,16/3/2025,67.0212766,2.882978723,401,,No
Kwun Tong Road Westbound,Slow Lane,21,North,Y,16/3/2025,55.19148936,2.765957447,111,,No
Kwun Tong Road Westbound,Middle Lane 3,21,North West,Y,16/3/2025,61.55319149,2.29787234,364,,No
Kwun Tong Road Westbound,Middle Lane 4,21,North West,Y,16/3/2025,61.07446809,4.255319149,795,,No
Kwun Tong Road Eastbound,Fast Lane,21,South East,Y,16/3/2025,58.55319149,5.867021277,3424,,No
Kwun Tong Road Eastbound,Middle Lane,21,South East,Y,16/3/2025,54.06382979,4.021276596,961,,No
Kwun Tong Road Eastbound,Slow Lane,21,South East,Y,16/3/2025,51.20921986,4.15070922,1922,,No
Kwun Tong Road Eastbound,Middle Lane 1,21,South East,Y,16/3/2025,52.59219858,3.553191489,797,,No
Kwun Tong Road Eastbound,Middle Lane 2,21,South East,Y,16/3/2025,55.37234043,7.312056738,1573,,No
Kwun Tong Road Eastbound,Fast Lane,21,South,Y,16/3/2025,63.2393617,7.377659574,1831,,No
Kwun Tong Road Eastbound,Middle Lane,21,South,Y,16/3/2025,55.15425532,4.042553191,521,,No
Kwun Tong Road Eastbound,Slow Lane,21,South,Y,16/3/2025,54.80851064,1.994680851,133,,No
New Clear Water Bay Road Eastbound,Fast Lane,21,East,Y,16/3/2025,67.90322581,3.704301075,501,,No
New Clear Water Bay Road Eastbound,Middle Lane,21,East,Y,16/3/2025,60.46236559,7.23655914,376,,No
New Clear Water Bay Road Eastbound,Slow Lane,21,East,Y,16/3/2025,68.2688172,2.919354839,279,,No
New Clear Water Bay Road Eastbound,Fast Lane,21,North West,Y,16/3/2025,51.03225806,3.430107527,145,,No
New Clear Water Bay Road Eastbound,Slow Lane,21,North West,Y,16/3/2025,48.78494624,5.462365591,265,,Yes
New Clear Water Bay Road Eastbound,Fast Lane,21,South East,Y,16/3/2025,69.62365591,6.451612903,341,,No
New Clear Water Bay Road Eastbound,Middle Lane,21,South East,Y,16/3/2025,64.03225806,7.387096774,381,,No
New Clear Water Bay Road Eastbound,Slow Lane,21,South East,Y,16/3/2025,62.58064516,4.741935484,63,,No
New Clear Water Bay Road Westbound,Fast Lane,21,South,Y,16/3/2025,61.04301075,5.086021505,226,,No
New Clear Water Bay Road Westbound,Fast Lane,21,North West,Y,16/3/2025,56.05376344,6.215053763,336,,No
New Clear Water Bay Road Westbound,Slow Lane,21,North West,Y,16/3/2025,55.86021505,5.860215054,285,,No
New Clear Water Bay Road Westbound,Fast Lane,21,West,Y,16/3/2025,68.84946237,3.682795699,416,,No
New Clear Water Bay Road Westbound,Slow Lane,21,West,Y,16/3/2025,58.23655914,3.47311828,198,,No
Prince Edward Road Northeastbound,Fast Lane,21,North East,Y,16/3/2025,74.98924731,4.279569892,669,,No
Prince Edward Road Northeastbound,Slow Lane,21,North East,Y,16/3/2025,68.95698925,4.672043011,582,,No
Prince Edward Road Northeastbound,Middle Lane,21,North East,Y,16/3/2025,79.56989247,4.311827957,306,,No
Prince Edward Road Southeastbound,Fast Lane,21,South West,Y,16/3/2025,76.55913978,8.021505376,560,,No
Prince Edward Road Southeastbound,Slow Lane,21,South West,Y,16/3/2025,76.67741935,2.172043011,178,,No
Kwun Tong Road Westbound,Fast Lane,22,North West,Y,16/3/2025,58.27272727,3.425,1801,,No
Kwun Tong Road Westbound,Middle Lane 1,22,North West,Y,16/3/2025,54.50568182,3.377840909,1257,,No
Kwun Tong Road Westbound,Middle Lane 2,22,North West,Y,16/3/2025,55.24147727,2.605113636,1140,,No
Kwun Tong Road Westbound,Slow Lane,22,North West,Y,16/3/2025,52.81136364,2.597727273,807,,No
Kwun Tong Road Westbound,Fast Lane,22,North,Y,16/3/2025,68.65909091,4.284090909,479,,No
Kwun Tong Road Westbound,Middle Lane,22,North,Y,16/3/2025,67.93181818,2.136363636,310,,No
Kwun Tong Road Westbound,Slow Lane,22,North,Y,16/3/2025,56.02272727,2.397727273,103,,No
Kwun Tong Road Westbound,Middle Lane 3,22,North West,Y,16/3/2025,66.30681818,1.647727273,243,,No
Kwun Tong Road Westbound,Middle Lane 4,22,North West,Y,16/3/2025,64.04545455,3.909090909,680,,No
Kwun Tong Road Eastbound,Fast Lane,22,South East,Y,16/3/2025,60.81818182,5.236742424,2891,,No
Kwun Tong Road Eastbound,Middle Lane,22,South East,Y,16/3/2025,54.93560606,3.640151515,815,,No
Kwun Tong Road Eastbound,Slow Lane,22,South East,Y,16/3/2025,51.79545455,3.791666667,1644,,No
Kwun Tong Road Eastbound,Middle Lane 1,22,South East,Y,16/3/2025,55.13257576,2.806818182,594,,No
Kwun Tong Road Eastbound,Middle Lane 2,22,South East,Y,16/3/2025,57.89015152,5.984848485,1405,,No
Kwun Tong Road Eastbound,Fast Lane,22,South,Y,16/3/2025,65.67613636,6.5,1595,,No
Kwun Tong Road Eastbound,Middle Lane,22,South,Y,16/3/2025,58.57386364,3.420454545,450,,No
Kwun Tong Road Eastbound,Slow Lane,22,South,Y,16/3/2025,55.3125,1.823863636,121,,No
New Clear Water Bay Road Eastbound,Fast Lane,22,East,Y,16/3/2025,69.9375,2.625,356,,No
New Clear Water Bay Road Eastbound,Middle Lane,22,East,Y,16/3/2025,61.92045455,5.556818182,304,,No
New Clear Water Bay Road Eastbound,Slow Lane,22,East,Y,16/3/2025,66.77272727,2.380681818,212,,No
New Clear Water Bay Road Eastbound,Fast Lane,22,North West,Y,16/3/2025,55.77272727,2.306818182,85,,No
New Clear Water Bay Road Eastbound,Slow Lane,22,North West,Y,16/3/2025,51.53409091,3.465909091,151,,No
New Clear Water Bay Road Eastbound,Fast Lane,22,South East,Y,16/3/2025,70.97727273,5.375,275,,No
New Clear Water Bay Road Eastbound,Middle Lane,22,South East,Y,16/3/2025,68.60227273,5.363636364,289,,No
New Clear Water Bay Road Eastbound,Slow Lane,22,South East,Y,16/3/2025,62.43181818,2.522727273,33,,No
New Clear Water Bay Road Westbound,Fast Lane,22,South,Y,16/3/2025,61.27272727,4.125,185,,No
New Clear Water Bay Road Westbound,Fast Lane,22,North West,Y,16/3/2025,57.36363636,3.875,207,,No
New Clear Water Bay Road Westbound,Slow Lane,22,North West,Y,16/3/2025,55.19318182,4.840909091,228,,No
New Clear Water Bay Road Westbound,Fast Lane,22,West,Y,16/3/2025,69.97727273,2.977272727,320,,No
New Clear Water Bay Road Westbound,Slow Lane,22,West,Y,16/3/2025,59.61363636,2.795454545,154,,No
Prince Edward Road Northeastbound,Fast Lane,22,North East,Y,16/3/2025,75.55113636,3.568181818,506,,No
Prince Edward Road Northeastbound,Slow Lane,22,North East,Y,16/3/2025,72.82954545,4.090909091,506,,No
Prince Edward Road Northeastbound,Middle Lane,22,North East,Y,16/3/2025,79.27272727,3.272727273,220,,No
Prince Edward Road Southeastbound,Fast Lane,22,South West,Y,16/3/2025,79.25,6.045454545,424,,No
Prince Edward Road Southeastbound,Slow Lane,22,South West,Y,16/3/2025,80.11363636,1.954545455,151,,No
Kwun Tong Road Westbound,Fast Lane,23,North West,Y,16/3/2025,59.45609756,1.965853659,1036,,No
Kwun Tong Road Westbound,Middle Lane 1,23,North West,Y,16/3/2025,56.03963415,2.865853659,1061,,No
Kwun Tong Road Westbound,Middle Lane 2,23,North West,Y,16/3/2025,56.92378049,1.798780488,759,,No
Kwun Tong Road Westbound,Slow Lane,23,North West,Y,16/3/2025,52.84390244,2.234146341,641,,No
Kwun Tong Road Westbound,Fast Lane,23,North,Y,16/3/2025,73.37804878,2.475609756,302,,No
Kwun Tong Road Westbound,Middle Lane,23,North,Y,16/3/2025,69.86585366,1.463414634,207,,No
Kwun Tong Road Westbound,Slow Lane,23,North,Y,16/3/2025,56.80487805,2.06097561,80,,No
Kwun Tong Road Westbound,Middle Lane 3,23,North West,Y,16/3/2025,68.62195122,1.085365854,164,,No
Kwun Tong Road Westbound,Middle Lane 4,23,North West,Y,16/3/2025,68.42682927,2.865853659,471,,No
Kwun Tong Road Eastbound,Fast Lane,23,South East,Y,16/3/2025,64.21341463,3.717479675,1923,,No
Kwun Tong Road Eastbound,Middle Lane,23,South East,Y,16/3/2025,56.26829268,3.471544715,670,,No
Kwun Tong Road Eastbound,Slow Lane,23,South East,Y,16/3/2025,54.61788618,2.995934959,1188,,No
Kwun Tong Road Eastbound,Middle Lane 1,23,South East,Y,16/3/2025,56.63821138,2.552845528,481,,No
Kwun Tong Road Eastbound,Middle Lane 2,23,South East,Y,16/3/2025,60.1504065,5.341463415,1166,,No
Kwun Tong Road Eastbound,Fast Lane,23,South,Y,16/3/2025,69,5.237804878,1197,,No
Kwun Tong Road Eastbound,Middle Lane,23,South,Y,16/3/2025,60.22560976,2.487804878,355,,No
Kwun Tong Road Eastbound,Slow Lane,23,South,Y,16/3/2025,56.32926829,1.390243902,111,,No
New Clear Water Bay Road Eastbound,Fast Lane,23,East,Y,16/3/2025,70.46376812,1.623188406,180,,No
New Clear Water Bay Road Eastbound,Middle Lane,23,East,Y,16/3/2025,64.6097561,3.682926829,204,,No
New Clear Water Bay Road Eastbound,Slow Lane,23,East,Y,16/3/2025,67.86956522,1.543478261,109,,No
New Clear Water Bay Road Eastbound,Fast Lane,23,North West,Y,16/3/2025,55.80487805,1.719512195,68,,No
New Clear Water Bay Road Eastbound,Slow Lane,23,North West,Y,16/3/2025,50.97560976,2.682926829,108,,No
New Clear Water Bay Road Eastbound,Fast Lane,23,South East,Y,16/3/2025,75.24390244,3.024390244,168,,No
New Clear Water Bay Road Eastbound,Middle Lane,23,South East,Y,16/3/2025,72.56097561,3.195121951,195,,No
New Clear Water Bay Road Eastbound,Slow Lane,23,South East,Y,16/3/2025,66.85365854,1.804878049,23,,No
New Clear Water Bay Road Eastbound,Fast Lane,23,East,N,16/3/2025,69.92307692,2.5,40,,No
New Clear Water Bay Road Eastbound,Slow Lane,23,East,N,16/3/2025,73.5,1.961538462,32,,No
New Clear Water Bay Road Westbound,Fast Lane,23,South,Y,16/3/2025,59.03658537,2.463414634,105,,No
New Clear Water Bay Road Westbound,Fast Lane,23,North West,Y,16/3/2025,57.08641975,2.555555556,127,,No
New Clear Water Bay Road Westbound,Slow Lane,23,North West,Y,16/3/2025,57.39506173,3.222222222,146,,No
New Clear Water Bay Road Westbound,Fast Lane,23,West,Y,16/3/2025,70.16463415,1.981707317,209,,No
New Clear Water Bay Road Westbound,Slow Lane,23,West,Y,16/3/2025,59.42682927,2.207317073,113,,No
Prince Edward Road Northeastbound,Fast Lane,23,North East,Y,16/3/2025,77.4695122,2.512195122,360,,No
Prince Edward Road Northeastbound,Slow Lane,23,North East,Y,16/3/2025,71.98780488,3.542682927,434,,No
Prince Edward Road Northeastbound,Middle Lane,23,North East,Y,16/3/2025,85.09756098,3.146341463,206,,No
Prince Edward Road Southeastbound,Fast Lane,23,South West,Y,16/3/2025,82.68292683,4.585365854,308,,No
Prince Edward Road Southeastbound,Slow Lane,23,South West,Y,16/3/2025,79.65853659,1.658536585,127,,No
Kwun Tong Road Westbound,Fast Lane,0,North West,Y,17/3/2025,59.14545455,1.290909091,800,,No
Kwun Tong Road Westbound,Middle Lane 1,0,North West,Y,17/3/2025,55.71022727,2.022727273,892,,No
