Road,Lane,Hour,Direction,Valid,Date,Average_Speed,Average_Occupancy,Total_Volume
New Clear Water Bay Road Eastbound,Middle Lane,04,East,Y,2025-03-17,65.9659090909091,1.0227272727272727,67
New Clear Water Bay Road Eastbound,Slow Lane,04,East,Y,2025-03-17,70.9034090909091,0.29545454545454547,23
New Clear Water Bay Road Eastbound,Fast Lane,04,North West,Y,2025-03-17,67.4090909090909,0.17045454545454544,8
New Clear Water Bay Road Eastbound,Slow Lane,04,North West,Y,2025-03-17,65.55681818181819,0.45454545454545453,21
New Clear Water Bay Road Eastbound,Fast Lane,04,South East,Y,2025-03-17,69.4090909090909,0.3181818181818182,19
New Clear Water Bay Road Eastbound,Middle Lane,04,South East,Y,2025-03-17,73.52272727272727,0.8522727272727273,67
New Clear Water Bay Road Eastbound,Slow Lane,04,South East,Y,2025-03-17,69.56818181818181,0.11363636363636363,1
New Clear Water Bay Road Westbound,Fast Lane,04,South,Y,2025-03-17,55.39772727272727,0.6477272727272727,35
New Clear Water Bay Road Westbound,Fast Lane,04,North West,Y,2025-03-17,54.275862068965516,0.4367816091954023,30
New Clear Water Bay Road Westbound,Slow Lane,04,North West,Y,2025-03-17,54.60919540229885,0.9080459770114943,55
New Clear Water Bay Road Westbound,Fast Lane,04,West,Y,2025-03-17,72.25568181818181,0.375,55
New Clear Water Bay Road Westbound,Slow Lane,04,West,Y,2025-03-17,67.77272727272727,0.3522727272727273,25
Prince Edward Road Northeastbound,Fast Lane,04,North East,Y,2025-03-17,73.9090909090909,0.45454545454545453,90
Prince Edward Road Northeastbound,Slow Lane,04,North East,Y,2025-03-17,73.94318181818181,1.0454545454545454,152
Prince Edward Road Northeastbound,Middle Lane,04,North East,Y,2025-03-17,83.26136363636364,1.0113636363636365,86
Prince Edward Road Southeastbound,Fast Lane,04,South West,Y,2025-03-17,85.125,1.3181818181818181,107
Prince Edward Road Southeastbound,Slow Lane,04,South West,Y,2025-03-17,76.11363636363636,0.42045454545454547,36
Kwun Tong Road Eastbound,Fast Lane,04,South East,N,2025-03-17,55.0,0.0,1
Kwun Tong Road Eastbound,Middle Lane 1,04,South East,N,2025-03-17,59.833333333333336,1.1666666666666667,8
Kwun Tong Road Eastbound,Middle Lane 2,04,South East,N,2025-03-17,70.0,1.0,9
Kwun Tong Road Eastbound,Slow Lane,04,South East,N,2025-03-17,50.166666666666664,0.0,2
Kwun Tong Road Westbound,Fast Lane,05,North West,Y,2025-03-17,59.31224489795918,0.9816326530612245,639
Kwun Tong Road Westbound,Middle Lane 1,05,North West,Y,2025-03-17,59.5969387755102,1.1198979591836735,496
Kwun Tong Road Westbound,Middle Lane 2,05,North West,Y,2025-03-17,58.849489795918366,0.9821428571428571,483
Kwun Tong Road Westbound,Slow Lane,05,North West,Y,2025-03-17,56.27142857142857,1.0673469387755101,367
Kwun Tong Road Westbound,Fast Lane,05,North,Y,2025-03-17,75.57142857142857,1.316326530612245,185
Kwun Tong Road Westbound,Middle Lane,05,North,Y,2025-03-17,71.08163265306122,0.7040816326530612,120
Kwun Tong Road Westbound,Slow Lane,05,North,Y,2025-03-17,63.795918367346935,1.010204081632653,52
Kwun Tong Road Westbound,Middle Lane 3,05,North West,Y,2025-03-17,70.61224489795919,0.9693877551020408,127
Kwun Tong Road Westbound,Middle Lane 4,05,North West,Y,2025-03-17,69.4795918367347,2.0510204081632653,328
Kwun Tong Road Eastbound,Fast Lane,05,South East,Y,2025-03-17,63.644557823129254,1.0697278911564625,682
Kwun Tong Road Eastbound,Middle Lane,05,South East,Y,2025-03-17,58.92176870748299,1.3197278911564625,332
Kwun Tong Road Eastbound,Slow Lane,05,South East,Y,2025-03-17,58.24149659863946,0.9472789115646258,496
Kwun Tong Road Eastbound,Middle Lane 1,05,South East,Y,2025-03-17,59.18707482993197,0.8809523809523809,273
Kwun Tong Road Eastbound,Middle Lane 2,05,South East,Y,2025-03-17,62.96258503401361,1.9421768707482994,534
Kwun Tong Road Eastbound,Fast Lane,05,South,Y,2025-03-17,71.20918367346938,1.8112244897959184,490
Kwun Tong Road Eastbound,Middle Lane,05,South,Y,2025-03-17,62.38265306122449,0.7448979591836735,217
Kwun Tong Road Eastbound,Slow Lane,05,South,Y,2025-03-17,59.505102040816325,0.4030612244897959,48
New Clear Water Bay Road Eastbound,Fast Lane,05,East,Y,2025-03-17,69.46938775510205,0.2857142857142857,46
New Clear Water Bay Road Eastbound,Middle Lane,05,East,Y,2025-03-17,62.41836734693877,2.1530612244897958,97
New Clear Water Bay Road Eastbound,Slow Lane,05,East,Y,2025-03-17,70.90306122448979,1.096938775510204,51
New Clear Water Bay Road Eastbound,Fast Lane,05,North West,Y,2025-03-17,65.39795918367346,0.29591836734693877,16
New Clear Water Bay Road Eastbound,Slow Lane,05,North West,Y,2025-03-17,60.47959183673469,1.183673469387755,43
New Clear Water Bay Road Eastbound,Fast Lane,05,South East,Y,2025-03-17,72.24489795918367,0.8877551020408163,45
New Clear Water Bay Road Eastbound,Middle Lane,05,South East,Y,2025-03-17,70.95918367346938,1.4387755102040816,98
New Clear Water Bay Road Eastbound,Slow Lane,05,South East,Y,2025-03-17,69.46938775510205,0.5408163265306123,17
New Clear Water Bay Road Westbound,Fast Lane,05,South,Y,2025-03-17,60.05102040816327,1.3061224489795917,73
New Clear Water Bay Road Westbound,Fast Lane,05,North West,Y,2025-03-17,57.6530612244898,1.8061224489795917,105
New Clear Water Bay Road Westbound,Slow Lane,05,North West,Y,2025-03-17,55.89795918367347,2.4489795918367347,138
New Clear Water Bay Road Westbound,Fast Lane,05,West,Y,2025-03-17,71.46938775510205,1.086734693877551,155
New Clear Water Bay Road Westbound,Slow Lane,05,West,Y,2025-03-17,66.1734693877551,0.8775510204081632,64
Prince Edward Road Northeastbound,Fast Lane,05,North East,Y,2025-03-17,74.98469387755102,0.5816326530612245,109
Prince Edward Road Northeastbound,Slow Lane,05,North East,Y,2025-03-17,76.37755102040816,1.4234693877551021,198
Prince Edward Road Northeastbound,Middle Lane,05,North East,Y,2025-03-17,80.0204081632653,1.0918367346938775,87
Prince Edward Road Southeastbound,Fast Lane,05,South West,Y,2025-03-17,82.34693877551021,1.7857142857142858,154
Prince Edward Road Southeastbound,Slow Lane,05,South West,Y,2025-03-17,76.1734693877551,0.4897959183673469,41
Kwun Tong Road Westbound,Fast Lane,06,North West,Y,2025-03-17,59.28409090909091,2.775,1483
Kwun Tong Road Westbound,Middle Lane 1,06,North West,Y,2025-03-17,56.76420454545455,2.696022727272727,872
Kwun Tong Road Westbound,Middle Lane 2,06,North West,Y,2025-03-17,58.94034090909091,2.4488636363636362,879
Kwun Tong Road Westbound,Slow Lane,06,North West,Y,2025-03-17,53.68181818181818,2.081818181818182,516
Kwun Tong Road Westbound,Fast Lane,06,North,Y,2025-03-17,73.48863636363636,4.420454545454546,440
Kwun Tong Road Westbound,Middle Lane,06,North,Y,2025-03-17,75.04545454545455,2.7954545454545454,270
Kwun Tong Road Westbound,Slow Lane,06,North,Y,2025-03-17,50.375,3.0,95
Kwun Tong Road Westbound,Middle Lane 3,06,North West,Y,2025-03-17,64.43181818181819,1.9886363636363635,179
Kwun Tong Road Westbound,Middle Lane 4,06,North West,Y,2025-03-17,67.61363636363636,4.181818181818182,446
Kwun Tong Road Eastbound,Fast Lane,06,South East,Y,2025-03-17,63.09090909090909,3.2329545454545454,1693
Kwun Tong Road Eastbound,Middle Lane,06,South East,Y,2025-03-17,56.36742424242424,3.125,625
Kwun Tong Road Eastbound,Slow Lane,06,South East,Y,2025-03-17,54.047348484848484,3.1875,951
Kwun Tong Road Eastbound,Middle Lane 1,06,South East,Y,2025-03-17,55.50757575757576,3.102272727272727,505
Kwun Tong Road Eastbound,Middle Lane 2,06,South East,Y,2025-03-17,60.52272727272727,5.571969696969697,951
Kwun Tong Road Eastbound,Fast Lane,06,South,Y,2025-03-17,69.76136363636364,4.795454545454546,924
Kwun Tong Road Eastbound,Middle Lane,06,South,Y,2025-03-17,55.41477272727273,3.159090909090909,329
Kwun Tong Road Eastbound,Slow Lane,06,South,Y,2025-03-17,55.77272727272727,1.8295454545454546,114
New Clear Water Bay Road Eastbound,Fast Lane,06,East,Y,2025-03-17,69.83333333333333,2.3045977011494254,213
New Clear Water Bay Road Eastbound,Middle Lane,06,East,Y,2025-03-17,58.68604651162791,5.046511627906977,164
New Clear Water Bay Road Eastbound,Slow Lane,06,East,Y,2025-03-17,70.74137931034483,2.3505747126436782,115
New Clear Water Bay Road Eastbound,Fast Lane,06,North West,Y,2025-03-17,60.44318181818182,1.5227272727272727,53
New Clear Water Bay Road Eastbound,Slow Lane,06,North West,Y,2025-03-17,51.95454545454545,3.159090909090909,118
New Clear Water Bay Road Eastbound,Fast Lane,06,South East,Y,2025-03-17,70.875,4.443181818181818,162
New Clear Water Bay Road Eastbound,Middle Lane,06,South East,Y,2025-03-17,68.92045454545455,4.0227272727272725,196
New Clear Water Bay Road Eastbound,Slow Lane,06,South East,Y,2025-03-17,65.36363636363636,3.625,27
New Clear Water Bay Road Westbound,Fast Lane,06,South,Y,2025-03-17,62.05681818181818,5.261363636363637,204
New Clear Water Bay Road Westbound,Fast Lane,06,North West,Y,2025-03-17,58.05681818181818,6.090909090909091,305
New Clear Water Bay Road Westbound,Slow Lane,06,North West,Y,2025-03-17,56.80681818181818,5.034090909090909,198
New Clear Water Bay Road Westbound,Fast Lane,06,West,Y,2025-03-17,71.9034090909091,3.9886363636363638,382
New Clear Water Bay Road Westbound,Slow Lane,06,West,Y,2025-03-17,62.35227272727273,2.7386363636363638,157
Prince Edward Road Northeastbound,Fast Lane,06,North East,Y,2025-03-17,77.89204545454545,1.6818181818181819,247
Prince Edward Road Northeastbound,Slow Lane,06,North East,Y,2025-03-17,73.58522727272727,2.727272727272727,287
Prince Edward Road Northeastbound,Middle Lane,06,North East,Y,2025-03-17,85.3409090909091,2.7954545454545454,174
Prince Edward Road Southeastbound,Fast Lane,06,South West,Y,2025-03-17,82.1590909090909,4.306818181818182,295
Prince Edward Road Southeastbound,Slow Lane,06,South West,Y,2025-03-17,83.45454545454545,1.3181818181818181,104
New Clear Water Bay Road Eastbound,Fast Lane,06,East,N,2025-03-17,65.5,1.0,2
New Clear Water Bay Road Eastbound,Middle Lane,06,East,N,2025-03-17,70.0,0.0,0
New Clear Water Bay Road Eastbound,Slow Lane,06,East,N,2025-03-17,45.0,8.0,4
Kwun Tong Road Westbound,Fast Lane,07,North West,Y,2025-03-17,52.38918918918919,7.218918918918919,2671
Kwun Tong Road Westbound,Middle Lane 1,07,North West,Y,2025-03-17,53.213793103448275,5.2827586206896555,1377
Kwun Tong Road Westbound,Middle Lane 2,07,North West,Y,2025-03-17,54.83793103448276,6.675862068965517,1444
Kwun Tong Road Westbound,Slow Lane,07,North West,Y,2025-03-17,52.65945945945946,3.7135135135135133,819
Kwun Tong Road Westbound,Fast Lane,07,North,Y,2025-03-17,67.9125,8.8375,815
Kwun Tong Road Westbound,Middle Lane,07,North,Y,2025-03-17,72.6,5.3875,504
Kwun Tong Road Westbound,Slow Lane,07,North,Y,2025-03-17,50.6,3.7625,95
Kwun Tong Road Westbound,Middle Lane 3,07,North West,Y,2025-03-17,61.78,2.24,139
Kwun Tong Road Westbound,Middle Lane 4,07,North West,Y,2025-03-17,59.72,7.02,440
Kwun Tong Road Eastbound,Fast Lane,07,South East,Y,2025-03-17,53.87291666666667,10.839583333333334,3727
Kwun Tong Road Eastbound,Middle Lane,07,South East,Y,2025-03-17,51.93333333333333,6.2875,1259
Kwun Tong Road Eastbound,Slow Lane,07,South East,Y,2025-03-17,49.177083333333336,6.652083333333334,1798
Kwun Tong Road Eastbound,Middle Lane 1,07,South East,Y,2025-03-17,52.09166666666667,5.820833333333334,781
Kwun Tong Road Eastbound,Middle Lane 2,07,South East,Y,2025-03-17,55.425,7.458333333333333,1192
Kwun Tong Road Eastbound,Fast Lane,07,South,Y,2025-03-17,46.99375,17.91875,1518
Kwun Tong Road Eastbound,Middle Lane,07,South,Y,2025-03-17,49.6,7.05,566
Kwun Tong Road Eastbound,Slow Lane,07,South,Y,2025-03-17,48.75625,4.0375,208
New Clear Water Bay Road Eastbound,Fast Lane,07,East,Y,2025-03-17,66.7875,5.88125,557
New Clear Water Bay Road Eastbound,Middle Lane,07,East,Y,2025-03-17,59.975,8.7625,281
New Clear Water Bay Road Eastbound,Slow Lane,07,East,Y,2025-03-17,66.275,4.4625,293
New Clear Water Bay Road Eastbound,Fast Lane,07,North West,Y,2025-03-17,47.875,6.3125,203
New Clear Water Bay Road Eastbound,Slow Lane,07,North West,Y,2025-03-17,48.95,6.725,224
New Clear Water Bay Road Eastbound,Fast Lane,07,South East,Y,2025-03-17,67.55,11.3,390
New Clear Water Bay Road Eastbound,Middle Lane,07,South East,Y,2025-03-17,69.875,8.125,317
New Clear Water Bay Road Eastbound,Slow Lane,07,South East,Y,2025-03-17,57.2,6.4,59
New Clear Water Bay Road Westbound,Fast Lane,07,South,Y,2025-03-17,46.0125,32.2625,655
New Clear Water Bay Road Westbound,Fast Lane,07,North West,Y,2025-03-17,56.1875,16.6625,682
New Clear Water Bay Road Westbound,Slow Lane,07,North West,Y,2025-03-17,57.05,12.3375,357
New Clear Water Bay Road Westbound,Fast Lane,07,West,Y,2025-03-17,57.175,16.83125,1066
New Clear Water Bay Road Westbound,Slow Lane,07,West,Y,2025-03-17,53.425,11.95,408
Prince Edward Road Northeastbound,Fast Lane,07,North East,Y,2025-03-17,79.0503144654088,6.937106918238993,745
Prince Edward Road Northeastbound,Slow Lane,07,North East,Y,2025-03-17,73.76729559748428,6.1257861635220126,560
Prince Edward Road Northeastbound,Middle Lane,07,North East,Y,2025-03-17,82.07594936708861,6.443037974683544,288
Prince Edward Road Southeastbound,Fast Lane,07,South West,Y,2025-03-17,68.9625,17.7875,735
Prince Edward Road Southeastbound,Slow Lane,07,South West,Y,2025-03-17,83.7,6.475,312
Kwun Tong Road Westbound,Fast Lane,08,North West,Y,2025-03-17,45.33254716981132,9.629716981132075,2776
Kwun Tong Road Westbound,Middle Lane 1,08,North West,Y,2025-03-17,46.25157232704402,9.157232704402515,1636
Kwun Tong Road Westbound,Middle Lane 2,08,North West,Y,2025-03-17,48.764150943396224,9.770440251572326,1668
Kwun Tong Road Westbound,Slow Lane,08,North West,Y,2025-03-17,48.884433962264154,4.518867924528302,951
Kwun Tong Road Westbound,Fast Lane,08,North,Y,2025-03-17,66.48113207547169,9.754716981132075,1082
Kwun Tong Road Westbound,Middle Lane,08,North,Y,2025-03-17,68.29245283018868,7.339622641509434,792
Kwun Tong Road Westbound,Slow Lane,08,North,Y,2025-03-17,48.70754716981132,3.3867924528301887,149
Kwun Tong Road Eastbound,Fast Lane,08,South East,Y,2025-03-17,46.29467680608365,12.97148288973384,3666
Kwun Tong Road Eastbound,Middle Lane,08,South East,Y,2025-03-17,38.14903846153846,10.903846153846153,919
Kwun Tong Road Eastbound,Slow Lane,08,South East,Y,2025-03-17,44.952471482889734,6.287072243346008,1217
Kwun Tong Road Eastbound,Middle Lane 1,08,South East,Y,2025-03-17,50.31132075471698,7.70440251572327,1180
Kwun Tong Road Eastbound,Middle Lane 2,08,South East,Y,2025-03-17,53.12264150943396,7.415094339622642,1524
Kwun Tong Road Eastbound,Fast Lane,08,South,Y,2025-03-17,31.514150943396228,25.80188679245283,1693
Kwun Tong Road Eastbound,Middle Lane,08,South,Y,2025-03-17,36.179245283018865,11.495283018867925,704
Kwun Tong Road Eastbound,Slow Lane,08,South,Y,2025-03-17,43.240566037735846,7.316037735849057,253
New Clear Water Bay Road Eastbound,Fast Lane,08,East,Y,2025-03-17,68.08080808080808,5.388888888888889,668
New Clear Water Bay Road Eastbound,Middle Lane,08,East,Y,2025-03-17,58.28260869565217,8.25,274
New Clear Water Bay Road Eastbound,Slow Lane,08,East,Y,2025-03-17,67.56060606060606,5.297979797979798,410
New Clear Water Bay Road Eastbound,Fast Lane,08,North West,Y,2025-03-17,51.028301886792455,4.669811320754717,176
New Clear Water Bay Road Eastbound,Slow Lane,08,North West,Y,2025-03-17,46.820754716981135,7.330188679245283,317
New Clear Water Bay Road Eastbound,Fast Lane,08,South East,Y,2025-03-17,68.28301886792453,11.037735849056604,561
New Clear Water Bay Road Eastbound,Middle Lane,08,South East,Y,2025-03-17,67.05660377358491,8.283018867924529,354
New Clear Water Bay Road Eastbound,Slow Lane,08,South East,Y,2025-03-17,57.924528301886795,3.9716981132075473,82
New Clear Water Bay Road Westbound,Fast Lane,08,South,Y,2025-03-17,55.10377358490566,19.452830188679247,701
New Clear Water Bay Road Westbound,Fast Lane,08,North West,Y,2025-03-17,59.06603773584906,11.169811320754716,672
New Clear Water Bay Road Westbound,Slow Lane,08,North West,Y,2025-03-17,58.528301886792455,10.632075471698114,459
New Clear Water Bay Road Westbound,Fast Lane,08,West,Y,2025-03-17,64.76415094339623,10.174528301886792,1141
New Clear Water Bay Road Westbound,Slow Lane,08,West,Y,2025-03-17,54.424528301886795,11.50943396226415,538
Prince Edward Road Northeastbound,Fast Lane,08,North East,Y,2025-03-17,76.70616113744076,8.502369668246445,1188
Prince Edward Road Northeastbound,Slow Lane,08,North East,Y,2025-03-17,72.92890995260663,7.62085308056872,912
Prince Edward Road Northeastbound,Middle Lane,08,North East,Y,2025-03-17,82.00952380952381,6.847619047619047,434
Prince Edward Road Southeastbound,Fast Lane,08,South West,Y,2025-03-17,54.81132075471698,28.745283018867923,1019
Prince Edward Road Southeastbound,Slow Lane,08,South West,Y,2025-03-17,73.23584905660377,9.830188679245284,447
Kwun Tong Road Eastbound,Fast Lane,08,South East,N,2025-03-17,15.6875,37.8125,119
Kwun Tong Road Eastbound,Middle Lane,08,South East,N,2025-03-17,43.125,6.5,67
Kwun Tong Road Eastbound,Slow Lane,08,South East,N,2025-03-17,40.1875,3.625,49
New Clear Water Bay Road Eastbound,Fast Lane,08,East,N,2025-03-17,62.42857142857143,7.714285714285714,63
New Clear Water Bay Road Eastbound,Middle Lane,08,East,N,2025-03-17,52.92857142857143,9.214285714285714,36
New Clear Water Bay Road Eastbound,Slow Lane,08,East,N,2025-03-17,53.42857142857143,8.214285714285714,12
Kwun Tong Road Westbound,Fast Lane,09,North West,Y,2025-03-17,50.3775,6.735,2250
Kwun Tong Road Westbound,Middle Lane 1,09,North West,Y,2025-03-17,46.32666666666667,8.033333333333333,1358
Kwun Tong Road Westbound,Middle Lane 2,09,North West,Y,2025-03-17,52.7,5.993333333333333,1424
Kwun Tong Road Westbound,Slow Lane,09,North West,Y,2025-03-17,47.53,4.1025,725
Kwun Tong Road Westbound,Fast Lane,09,North,Y,2025-03-17,65.07,9.62,939
Kwun Tong Road Westbound,Middle Lane,09,North,Y,2025-03-17,66.34,6.64,651
Kwun Tong Road Westbound,Slow Lane,09,North,Y,2025-03-17,50.92,3.7,165
Kwun Tong Road Eastbound,Fast Lane,09,South East,Y,2025-03-17,46.76320272572402,13.923339011925043,5134
Kwun Tong Road Eastbound,Middle Lane 1,09,South East,Y,2025-03-17,48.56,7.47,991
Kwun Tong Road Eastbound,Middle Lane 2,09,South East,Y,2025-03-17,49.67333333333333,8.713333333333333,1570
Kwun Tong Road Eastbound,Slow Lane,09,South East,Y,2025-03-17,48.114139693356044,5.960817717206133,1709
Kwun Tong Road Eastbound,Fast Lane,09,South,Y,2025-03-17,54.275,14.86,2225
Kwun Tong Road Eastbound,Middle Lane,09,South,Y,2025-03-17,49.835,8.6,966
Kwun Tong Road Eastbound,Slow Lane,09,South,Y,2025-03-17,45.11,5.06,248
Kwun Tong Road Eastbound,Middle Lane,09,South East,Y,2025-03-17,41.59581881533101,10.111498257839722,1558
New Clear Water Bay Road Eastbound,Fast Lane,09,East,Y,2025-03-17,66.795,4.915,583
